SAMPN,PERNO,SNAME_lookup,SZIP_lookup,SCITY_lookup,SNAME_similarity_resulst,ZipCode,CityName,similarity
1735786,4,las juntas elementary,94553,vine hill,las juntas elementary,94553,martinez,0.8333333333333334
1736848,3,everest middle,66424,everest,hercules middle,94547,hercules,0.631578947368421
1738359,3,stewart hall,94123,san francisco,stuart hall for boys,94115,san francisco,0.7605633802816901
1738359,4,stewart hall,94123,san francisco,stuart hall for boys,94115,san francisco,0.7605633802816901
1738797,3,willow glen high,95125,san jose,willow glen high,95125,san jose,0.9836065573770492
1739082,4,legacy high,94132,san francisco,lowell high,94132,san francisco,0.8524590163934426
1739082,5,lowell high,94132,san francisco,lowell high,94132,san francisco,0.9836065573770492
1739263,3,mckinley middle,94062,redwood city,mckinley institute of technology,94062,redwood city,0.6904761904761905
1739263,4,hawes elementary,94061,redwood city,hawes elementary,94061,redwood city,0.9855072463768116
1739739,4,claire lillien fall,94123,san francisco,saint vincent de paul,94123,san francisco,0.7088607594936709
1740585,3,laurel elementary,94002,belmont,central elementary,94002,belmont,0.8387096774193549
1740585,4,laurel elementary,94403,san mateo,laurel elementary,94403,san mateo,0.9846153846153847
1741051,3,timber point elementary,94505,discovery bay,timber point elementary,94505,discovery bay,0.9882352941176471
1741205,3,independence high,94513,brentwood,independence high,94513,brentwood,0.9846153846153847
1741205,4,ron nunm elementary,94513,brentwood,ron nunn elementary,94513,brentwood,0.9565217391304348
1741205,5,ron nunm elementary,94513,brentwood,ron nunn elementary,94513,brentwood,0.9565217391304348
1741205,6,ron nunm elementary,94513,brentwood,ron nunn elementary,94513,brentwood,0.9565217391304348
1741884,4,benicia high,94510,benicia,benicia high,94510,benicia,0.9803921568627451
1742349,3,baldwin,95119,san jose,broadway high,95118,san jose,0.7346938775510204
1742479,3,the seven hills,94598,contra costa centre transit village,contra costa county rop,94523,pleasant hill,0.5656565656565656
1743491,3,mare island technology academy,94589,vallejo,mare island technology academy,94589,vallejo,0.9885057471264368
1743491,4,mare island technology academy,94589,vallejo,mare island technology academy,94589,vallejo,0.9885057471264368
1743503,3,sanchez elementary,94114,san francisco,sanchez elementary,94114,san francisco,0.9866666666666667
1743805,3,st phillip,94114,san francisco,st. philip school,94114,san francisco,0.8484848484848485
1744743,4,palo alto high,94306,palo alto,palo alto high,94301,palo alto,0.9491525423728814
1744743,5,ohlome elementary,94303,palo alto,ohlone elementary,94303,palo alto,0.9538461538461539
1744906,3,creative arts charter,94115,san francisco,creative arts charter,94115,san francisco,0.9876543209876543
1745262,4,galilio hs,94109,san francisco,galileo high,94109,san francisco,0.8852459016393442
1746215,3,st brigid,94109,san francisco,saint brigid school,94109,san francisco,0.835820895522388
1747556,2,notre dame high,95112,san jose,notre dame high school san jose,95112,san jose,0.8
1747556,3,willow glen middle,95125,san jose,willow glen middle,95125,san jose,0.9846153846153847
1747556,4,schallenberger elementary,95125,san jose,schallenberger elementary,95125,san jose,0.9873417721518988
1747562,3,campolindo high,94556,moraga,campolindo high,94556,moraga,0.9818181818181818
1748115,2,burton academic high,94134,san francisco,burton (phillip and sala) academic high,94134,san francisco,0.7959183673469388
1748481,3,julia baldwin elementary,95119,san jose,baldwin (julia) elementary,95119,san jose,0.810126582278481
1748481,4,frost elementary,95123,san jose,oster elementary,95124,san jose,0.8852459016393442
1748577,3,bay,94580,san lorenzo,arroyo high,94580,san lorenzo,0.7755102040816326
1748577,4,bay,94580,san lorenzo,arroyo high,94580,san lorenzo,0.7755102040816326
1749085,3,henry m gunn high,94306,palo alto,henry m. gunn high,94306,palo alto,0.9696969696969697
1749085,4,jane lathrop stanford middle,94306,palo alto,jane lathrop stanford middle,94306,palo alto,0.9885057471264368
1750710,3,analy high,95472,freestone,analy high,95472,sebastopol,0.7692307692307693
1750710,4,twin hills middle,95472,sebastopol,twin hills charter middle,95472,sebastopol,0.88
1750942,3,jennsen ranch,94552,castro valley,jensen ranch elementary,94552,castro valley,0.8266666666666667
1751165,1,eps richmond high,94804,richmond,richmond high,94804,richmond,0.9152542372881356
1751340,3,berkeley high,94704,berkeley,berkeley high,94704,berkeley,0.9818181818181818
1751432,3,edison,94501,alameda,edison elementary,94501,alameda,0.76
1751732,4,walt disney elementary,94583,san ramon,walt disney elementary,94583,san ramon,0.9866666666666667
1751980,3,c h jacobs,95620,dixon,c. a. jacobs intermediate,95620,dixon,0.6896551724137931
1751980,4,tremont elementary,95620,dixon,tremont elementary,95620,dixon,0.9830508474576272
1751980,5,tremont elementary,95620,dixon,tremont elementary,95620,dixon,0.9830508474576272
1752192,3,fairlands elementary,94588,pleasanton,fairlands elementary,94588,pleasanton,0.9863013698630136
1752192,4,fairlands elementary,94588,pleasanton,fairlands elementary,94588,pleasanton,0.9863013698630136
1752315,3,high,94563,orinda,miramonte high,94563,orinda,0.7441860465116279
1752315,4,elementary,94563,orinda,del rey elementary,94563,orinda,0.8301886792452831
1752923,3,heritage high,80120,littleton,heritage high,94513,brentwood,0.5964912280701754
1752923,4,heritage high,94513,brentwood,heritage high,94513,brentwood,0.9824561403508771
1753860,3,san ramon valley high,94526,danville,san ramon valley high,94526,danville,0.9859154929577465
1753860,4,charlotte wood middle,94526,danville,charlotte wood middle,94526,danville,0.9859154929577465
1753906,3,cuhna middle,94019,half moon bay,manuel f. cunha intermediate,94019,half moon bay,0.6835443037974683
1753906,4,farralone elementary,94019,montara,farallone view elementary,94037,montara,0.8333333333333334
1754201,3,william hopkins jr high,94539,fremont,william hopkins junior high,94539,fremont,0.935064935064935
1754201,4,mission san jose high,94539,fremont,mission san jose high,94539,fremont,0.9855072463768116
1754866,3,enson l,94541,hayward,tennyson high,94544,hayward,0.7659574468085106
1754866,4,enson l,94501,alameda,lincoln middle,94501,alameda,0.75
1754866,5,burbank elementary,94541,hayward,burbank elementary,94541,hayward,0.9841269841269841
1755078,5,high,95407,santa rosa,piner high,95403,santa rosa,0.8085106382978723
1755199,3,the dr herbert guice christian academy,94621,oakland,dr. herbert guice christian academy,94621,oakland,0.94
1755199,4,the dr herbert guice christian academy,94621,oakland,dr. herbert guice christian academy,94621,oakland,0.94
1758542,3,bishop o'dowd high,94605,oakland,bishop o'dowd high school,94605,oakland,0.8857142857142857
1758899,3,archbishop mitty high,95129,san jose,archbishop mitty high,95129,san jose,0.9859154929577465
1758899,4,almaden country,95120,san jose,almaden elementary,95118,san jose,0.7741935483870968
1759009,3,alliance academy,94603,oakland,alliance academy,94603,oakland,0.9830508474576272
1759584,4,san romoan high,94526,danville,san ramon valley high,94526,danville,0.8307692307692308
1759584,5,charlotte wood middle,94526,danville,charlotte wood middle,94526,danville,0.9859154929577465
1759857,4,longfellow magnet middle,99999,berkeley,longfellow arts and technology middle,94703,berkeley,0.6666666666666666
1759857,5,washington elementary,94703,berkeley,washington elementary,94704,berkeley,0.9577464788732394
1759857,6,washington elementary,94703,berkeley,washington elementary,94704,berkeley,0.9577464788732394
1759914,3,sunnyville middle,94087,sunnyvale,sunnyvale middle,94087,sunnyvale,0.9375
1759914,4,cumberland elementary,94087,sunnyvale,cumberland elementary,94087,sunnyvale,0.9863013698630136
1760140,3,oxford elementary,94707,berkeley,oxford elementary,94707,berkeley,0.9841269841269841
1760140,4,oxford elementary,94707,berkeley,oxford elementary,94707,berkeley,0.9841269841269841
1760651,3,mercy high,94010,burlingame,mercy high,94010,burlingame,0.9811320754716981
1760651,4,north star,94062,redwood city,north star academy,94062,redwood city,0.8615384615384616
1760651,5,north star,94062,redwood city,north star academy,94062,redwood city,0.8615384615384616
1760764,3,proctor elementary,94546,castro valley,proctor elementary,94546,castro valley,0.9866666666666667
1760848,3,sequoia high,94062,redwood city,sequoia high,94062,redwood city,0.9836065573770492
1762171,3,christopher high,95020,gilroy,christopher high,95020,gilroy,0.9824561403508771
1762171,4,south valley middle,95020,gilroy,south valley middle,95020,gilroy,0.9841269841269841
1762171,5,antonio del buono elementary,95020,gilroy,antonio del buono elementary,95020,gilroy,0.9876543209876543
1763164,3,cleveland elementary,94606,oakland,cleveland elementary,94606,oakland,0.9850746268656716
1763693,3,montessori of fremont,94539,fremont,montessori school of fremont,94539,fremont,0.8947368421052632
1764197,3,dozier-libbey medical high,94531,antioch,dozier-libbey medical high,94531,antioch,0.9873417721518988
1764197,4,dozier-libbey medical high,94531,antioch,dozier-libbey medical high,94531,antioch,0.9873417721518988
1764197,5,deer valley high,94531,antioch,deer valley high,94531,antioch,0.9830508474576272
1764329,3,bellaraime college prep,95126,san jose,bellarmine college preparatory,95126,san jose,0.8536585365853658
1764329,4,notre dame high,91423,sherman oaks,notre dame high school san jose,95112,san jose,0.6835443037974683
1764545,3,marshall elementary,94103,san francisco,marshall elementary,94103,san francisco,0.987012987012987
1764567,3,notre dame des victoires,94108,san francisco,ecole notre dame des victoires,94108,san francisco,0.9247311827956989
1766826,2,windrush,94530,el cerrito,cameron,94530,el cerrito,0.7083333333333334
1766826,3,windrush,94530,el cerrito,cameron,94530,el cerrito,0.7083333333333334
1767028,3,castillero middle,95120,san jose,castillero middle,95120,san jose,0.9841269841269841
1767121,4,spring hill elementary,94549,lafayette,springhill elementary,94549,lafayette,0.972972972972973
1767544,4,mountainview high,94040,mountain view,mountain view high,94040,mountain view,0.972972972972973
1768531,3,sc high,95121,san jose,calero high,95123,san jose,0.8085106382978723
1768531,4,m elementary,63361,montgomery city,monte rio elementary,95462,monte rio,0.6086956521739131
1769567,6,oakland military institute,94608,oakland,"oakland military institute, college preparatory academy",94608,oakland,0.7222222222222222
1769567,7,oakland military institute,94608,oakland,"oakland military institute, college preparatory academy",94608,oakland,0.7222222222222222
1769580,3,albany high,94706,albany,albany high,94706,albany,0.9787234042553191
1769580,4,albany high,94706,albany,albany high,94706,albany,0.9787234042553191
1770031,3,olivera elementary,94536,fremont,oliveira elementary,94536,fremont,0.96875
1770374,2,st martin of tours,95128,san jose,st. martin of tours,95128,san jose,0.9696969696969697
1770449,3,albany high,94706,albany,albany high,94706,albany,0.9787234042553191
1770757,3,petaluma junior high,94952,petaluma,petaluma junior high,94952,petaluma,0.9855072463768116
7198017,2,st ignatius college prep,94116,san francisco,st. ignatius college preparatory,94116,san francisco,0.9052631578947369
1771615,3,hacienda,95118,san jose,the academy,95119,san jose,0.7083333333333334
1771615,4,hacienda,95118,san jose,the academy,95119,san jose,0.7083333333333334
1771642,3,rodriguez high,94534,fairfield,angelo rodriguez high,94534,fairfield,0.8787878787878788
1771642,4,b. gale wilson middle,94534,fairfield,b. gale wilson elementary,94534,fairfield,0.8311688311688312
1772050,3,jefferson elementary,94115,san francisco,jefferson elementary,94122,san francisco,0.9367088607594937
1772229,3,mission elementary,94509,antioch,mission elementary,94509,antioch,0.9841269841269841
1772290,3,lydiksen,94588,pleasanton,lydiksen elementary,94588,pleasanton,0.8
1772290,4,lydiksen,94588,pleasanton,lydiksen elementary,94588,pleasanton,0.8
1773309,4,henry m. gunn high,94304,palo alto,henry m. gunn high,94306,palo alto,0.9552238805970149
1773309,5,barron park elementary,94306,palo alto,barron park elementary,94306,palo alto,0.9866666666666667
1773703,3,old mill,94941,mill valley,old mill elementary,94941,mill valley,0.8064516129032258
1773703,4,old mill,94941,mill valley,old mill elementary,94941,mill valley,0.8064516129032258
1773708,3,french american intl,94102,san francisco,french american international school,94102,san francisco,0.8210526315789474
1774345,4,antioch high,94509,antioch,antioch high,94509,antioch,0.9803921568627451
1774345,5,john freeman elementary,94509,antioch,fremont elementary,94509,antioch,0.8529411764705882
1775077,2,newark memorial high,94560,newark,newark memorial high,94560,newark,0.9846153846153847
1775077,3,newark memorial high,94560,newark,newark memorial high,94560,newark,0.9846153846153847
1775387,4,lafayette elementary,94607,oakland,mlk / lafayette elementary,94607,oakland,0.9041095890410958
1775387,5,lafayette elementary,94607,oakland,mlk / lafayette elementary,94607,oakland,0.9041095890410958
1775486,3,olivera elementary,94536,fremont,oliveira elementary,94536,fremont,0.96875
1775551,3,alvarado,94114,san francisco,alvarado elementary,94114,san francisco,0.8181818181818182
1775551,4,alvarado,94114,san francisco,alvarado elementary,94114,san francisco,0.8181818181818182
1775595,3,del mar,92014,del mar,bel aire elementary,94920,tiburon,0.5660377358490566
1775595,4,luther burbon,95128,san jose,luther burbank elementary,95128,san jose,0.7761194029850746
1775720,7,encinal,94501,alameda,maya lin,94501,alameda,0.7142857142857143
1776017,3,borel middle,94402,san mateo,borel middle,94402,san mateo,0.9818181818181818
1778084,3,walnut heights elementary,94596,walnut creek,walnut heights elementary,94596,walnut creek,0.9885057471264368
1778749,3,gleenview elementary,94602,oakland,glenview elementary,94602,oakland,0.9696969696969697
1780209,3,hahn,94928,rohnert park,credo high,94928,rohnert park,0.7843137254901961
1780209,4,hahn,94928,rohnert park,credo high,94928,rohnert park,0.7843137254901961
1781042,3,abraham lincoln high,94116,san francisco,abraham lincoln high,95126,san jose,0.7837837837837838
1781042,4,sunset elementary,94116,san francisco,sunset elementary,94116,san francisco,0.9863013698630136
